movieId,keywords
500,"traitor, jewelry, psychopath, thief, heist, betrayal, mystery, escape, gang, plan gone wrong, warehouse, ensemble cast, all male cast, told in flashback, heist gone wrong, foreshadowing, rendezvous, iconic, set in one room, uneasy alliance, rag tag group"
792,"famous score, hero, mine, vietnam war, village, gore, jungle, f word, soldier, battle, combat, 1960s"
8491,"beach, mission of murder, boss, bad boss, house, female corpse"
402,"dancing, male nudity, female nudity, sexual obsession, san francisco, sadistic, detective, jealousy, gun, eroticism, menace, nudity, suspicion of murder, ex-lover, planned murder, cigarette, bisexuality, orgasm, bedroom, bed, underwear, dying and death, auto, dangerous, lover, striptease, sadism, police, psychopath, femme fatale, sociopath, bdsm, erotic thriller"
601,"farewell, homesickness, nasa, extraterrestrial technology, operation, space marine, loss of father, hiding place, riding a bicycle, flying saucer, prosecution, halloween, flowerpot, finger, single"
67365,
25842,"holiday, scrooge, charles dickens"
2119,"stock-car-race, daytona, car crash"
744,"lovesickness, loss of lover, fighter pilot, self-discovery, pilot, ejection seat, dying and death, officer, training camp, air force, airplane, dangerous, battle assignment, u.s. navy, hostility, secret love, cowardliness, pilot school"
136311,"salesman, desert"
702,"southern usa, rape, sister sister relationship, loss of sense of reality, brother-in-law, violent husband, new orleans, middle aged woman, brother-in-law sister-in-law relationship, light bulb, expectant father, off screen rape"
25750,"sheriff, night, barn, sequel, children, blood, slasher, violence, preacher, corn"
102461,
1630,"poison, pornography, free love, aids, eroticism, group sex, wheelchair, last judgment, court case, sentence, airplane, baptism, vulgar, millionaire, drugs and addiction, disabled"
124837,election
2756,"ocean, sea, diving suit, flying saucer, nuclear missile, alien life-form, insanity, scuba diving, underwater, scuba, deepsea, trapped underwater , thalassophobia"
790,"prophecy, sea, beach, gold, small town, beheading, sword, narration, fog, leprosy, ship, lighthouse, church"
1103,"taxi, street gang, usa president, war veteran, hostage, kidnapping, liberation of prisoners, anti hero, gangster boss, dystopia, police operation, attempt to escape, cyberpunk, reluctant hero"
4480,"provence, avarice, battle for power, source, neighbor"
4481,"provence, loss of father, source, revenge"
49688,based on true events
762,"holy grail, monk, scotland yard, swordplay, camelot, round table, chapter, aggression by animal, knight, king arthur, wedding reception, midnight movie, monty python, knights of the round table, anarchic comedy"
124829,
531,"robbery, inventor, penguin, telecontrol, surrealism, betrayal, criminal, dog, jewel heist, claymation, wallace & gromit, very little dialogue"
4483,"france, dual identity, wife husband relationship, secret identity, new identity, biography, middle ages"
26167,"prison, revenge, gangster, film noir"
26174,"undercover, treasury department, classic noir, film noir"
659,"germany, suicide, circus, adultery, puberty, toxication, world war ii, lolita, married couple, nazis, family's daily life, childhood memory, fall from staircase, suffocation, gdansk, kaschubia, lone wolf, independent film, pregnancy, family feud, red army, new german cinema"
30892,"great britain, country estate, asylum, jesus christ, delusion, inheritance fight"
7452,"cook, cooking, restaurant, crime boss"
892,"suicide attempt, underground, planned murder, clown, butcher, butcher's shop, post-apocalyptic, vegetarian, terror cell, dystopia"
1600,"krakow, heart disease, false identity, french, music, puppet, independent film, poland, doppelganger, parallel lives, warsaw"
26561,"italy, based on novel, female friendship, vacation, chance encounter"
975,"germany, france, general, patriotism, world war i, song, army, cowardice, soldier, cult film"
409,"cairo, egypt, identity, amnesia, world war ii, burn, landmine, expedition, cave, sandstorm, royal geographic society, cave painting, prisoners of war, map, mine clearer, hearing, desert scientist, intelligence, traitor, mural painting, airplane, secret love"
1412,"sexual obsession, sex, sexuality, camcorder, spanner, orgasm, videoband, longing, safe sex, interview, voyeurism"
2469,"prison, ex-detainee, porn actor, inferiority complex"
31225,"transvestism, drag queen, homophobia, black, homosexuality, african american, new york city, transgender, gay man, transsexual, reading, shade, subculture, shoplifting, lgbt, drag, nyc, woman director, harlem, black lgbt, latino lgbt, voguing, vogue"
510,"individual, rebel, self-destruction, wheelchair, lunatic asylum, dying and death, rage and hate, freedom, insanity, basic rights and human rights, psychiatrist"
1891,"rebel, android, asteroid, space battle, snow storm, space colony, spaceship, lightsaber, jedi, good vs evil, rebellion, the force, space opera, stormtrooper, wookie, jedi master, jedi training, droid"
2493,"swashbuckler, evil prince, reference to socrates, reference to plato, screwball, impersonation"
85,"saving the world, riddle, nepal, himalaya, cairo, moses, egypt, whip, treasure, medallion, leather jacket, nazis, hat, mediterranean, ark of the covenant, ten commandments, treasure hunt, excavation, swastika, archaeologist, indiana jones, archeology "
68,"bureaucracy, police state, terror, great britain, dream, dystopia, government, anarchic comedy"
679,"android, extraterrestrial technology, space marine, spaceman, cryogenics, vacuum, space colony, warrior woman, settler, space travel, colony, alien, xenomorph"
429,"bounty hunter, refugee, gold, anti hero, gallows, hitman, army, outlaw, shootout, moral ambiguity, spaghetti western"
389,"judge, jurors, sultriness, death penalty, father murder, puerto rican, anonymity, court case, heat, group, class, innocence, court, courtroom"
947,"cairo, arabian, world war i, horse, jerusalem, british army, british empire, damascus, camel, war, desert, arab, ottoman empire"
185,"prison, street gang, rape, adolescence, sexuality, beethoven, parent child relationship, social worker, living together, society, dystopia, controversy, controversial, violence, futuristic society"
595,"black people, based on novel, brother sister relationship, becoming an adult, isolation, arbitrary law, socially deprived family, tree house, wrong accusal, farm worker, intolerance, exclusion, court case, defence, right and justice, court, child"
28,"guerrilla, river, vietnam, vietcong, cambodia, army, insanity, tribe, green beret, jungle, apocalypse, death, napalm"
335,"showdown, bounty, bounty hunter, loss of brother, sadness, blackmail, harmonica, anti hero, auction, dying and death, peasant, insanity, spaghetti western"
1892,"rebel, brother sister relationship, emperor, space battle, matter of life and death, spaceship, death star, jabba the hutt, ewoks, jedi, space opera"
144,"berlin, angel, circus, berlin wall, library, dream, immortality, mortality"
1092,"austria, cemetery, famous score, black market, soviet troops, prater, british army, postwar period, occupying power, staged death, cover-up, romance, suspense, sewer, brit noir, amusement park, ferris wheel, film noir, vienna, zither, evasion"
769,"prison, based on novel, florida, 1970s, mass murder, irish-american, drug traffic, biography, based on true story, murder, organized crime, gore, mafia, gangster, new york city, extreme violence, violence, brooklyn new york city, crime epic, tampa"
348,"android, countdown, space marine, space suit, beheading, dystopia, biology, cowardice, spaceship, space, alien, female protagonist, outer space, parasite, h. r. giger, xenomorph"
766,"prophecy, witch, swordplay, supermarket, castle, catapult, chain saw, time frame, skeleton, pit, windmill, incantation, time travel, undead, knight, zombie, middle ages, good and bad, necronomicon, doppelganger"
175,"italy, suicide, diving, ocean, competition, father son relationship, oxygen, sicily, dolphin, apnoe-diving, dying and death, friendship"
539,"hotel, clerk, arizona, shower, rain, motel, money, secretary, corpse, murderer, theft, private detective, proto-slasher"
525,"dancing, prison, chicago, country music, nun, jazz, car journey, blues, nazis, music, concert, music instrument, children's home, shopping mall, orphanage, winnebago, church, sunglasses, parole, car chase, music band, loudspeaker, saturday night live, wrigley field, holiday inn"
240,"italo-american, cuba, vororte, melancholy, praise, revenge, mafia, lawyer, blood, corrupt politician, bloody body of child, man punches woman"
600,"suicide, prostitute, helicopter, based on novel, journalism, sniper, propaganda, vietnam, recruit, war photographer, war correspondent, war, boot camp, rescue, jungle, infantry, sergeant, racism, violence, genocide, fighting, platoon, combat, discipline, obstacle course, peace sign, u.s. marine, mass grave, blanket party"
530,"moon, inventor, missile, cheese, robot, dog, ski"
279,"italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century"
3109,"boxer, widow, love, cottage, train, ireland, fiery redhead"
311,"life and death, corruption, street gang, rape, sadistic, lovesickness, sexual abuse, money laundering, opium"
1578,"transporter, jealousy, violent husband, paranoia, boxer, biography, fistfight, broken nose, sport, domestic violence, extreme violence, over-the-hill fighter"
703,"narration, neurosis, comedian, job interview, love, singer, jewish, breaking the fourth wall, talking to the audience, volkswagen beetle"
1398,"wish, guard, stalker, alien, strugatsky, soldier, zone"
387,"terror, submarine, based on novel, atlantic ocean, gibraltar, world war ii, duty, war correspondent, torpedo, drinking, sailor, convoy, u boat, destroyer, depth charge, comrade, german submarine, naval battle, periscope, suicidal mission"
